Date,Open,High,Low,Close,Adj Close,Volume
2015-10-01,1.117156,1.149420,1.091000,1.100897,1.100897,0
2015-11-01,1.102499,1.106000,1.056400,1.058302,1.058302,0
2015-12-01,1.057295,1.107000,1.054200,1.093398,1.093398,0
2016-01-01,1.085906,1.098200,1.071201,1.082591,1.082591,0
2016-02-01,1.082626,1.136800,1.082626,1.092395,1.092395,0
2016-03-01,1.088696,1.141000,1.082600,1.133466,1.133466,0
2016-04-01,1.137902,1.146400,1.121994,1.144833,1.144833,0
2016-05-01,1.144833,1.161400,1.110001,1.114840,1.114840,0
2016-06-01,1.113598,1.142204,1.091906,1.112805,1.112805,0
2016-07-01,1.110371,1.119600,1.095362,1.116807,1.116807,0
2016-08-01,1.116782,1.135718,1.104911,1.115324,1.115324,0
2016-09-01,1.115822,1.132999,1.112599,1.121957,1.121957,0
2016-10-01,1.124341,1.125000,1.085340,1.098467,1.098467,0
2016-11-01,1.097333,1.130199,1.052255,1.064849,1.064849,0
2016-12-01,1.059210,1.085658,1.035518,1.054741,1.054741,0
2017-01-01,1.052000,1.081034,1.034768,1.070859,1.070859,0
2017-02-01,1.080264,1.082661,1.049681,1.058425,1.058425,0
2017-03-01,1.056926,1.090489,1.050045,1.068707,1.068707,0
2017-04-01,1.065655,1.095074,1.057038,1.086425,1.086425,0
2017-05-01,1.090608,1.126672,1.083999,1.117169,1.117169,0
2017-06-01,1.123823,1.144500,1.112087,1.144165,1.144165,0
2017-07-01,1.142570,1.182466,1.131503,1.174729,1.174729,0
2017-08-01,1.182355,1.206695,1.166698,1.189343,1.189343,0
2017-09-01,1.191086,1.209336,1.171921,1.174164,1.174164,0
2017-10-01,1.174164,1.188072,1.157595,1.165270,1.165270,0
2017-11-01,1.165162,1.196043,1.155588,1.185199,1.185199,0
2017-12-01,1.189910,1.202284,1.171893,1.200005,1.200005,0
2018-01-01,1.200495,1.252992,1.191796,1.240957,1.240957,0
2018-02-01,1.241742,1.255808,1.218918,1.223032,1.223032,0
2018-03-01,1.219096,1.247816,1.215800,1.233198,1.233198,0
2018-04-01,1.233198,1.241500,1.205604,1.212283,1.212283,0
2018-05-01,1.208313,1.208459,1.151437,1.166725,1.166725,0
2018-06-01,1.169331,1.184161,1.151410,1.170494,1.170494,0
2018-07-01,1.170494,1.179078,1.157595,1.170741,1.170741,0
2018-08-01,1.168962,1.173300,1.130224,1.166466,1.166466,0
2018-09-01,1.162304,1.181502,1.152764,1.162304,1.162304,0
2018-10-01,1.160497,1.162129,1.131171,1.134636,1.134636,0
2018-11-01,1.131388,1.149994,1.122322,1.139277,1.139277,0
2018-12-01,1.131900,1.148488,1.127078,1.143995,1.143995,0
2019-01-01,1.149425,1.157140,1.130582,1.148765,1.148765,0
2019-02-01,1.145082,1.148844,1.123495,1.138019,1.138019,0
2019-03-01,1.137255,1.143995,1.118606,1.123305,1.123305,0
2019-04-01,1.122347,1.132503,1.112174,1.118518,1.118518,0
2019-05-01,1.121831,1.126342,1.110951,1.113115,1.113115,0
2019-06-01,1.119996,1.141396,1.116221,1.139095,1.139095,0
2019-07-01,1.136364,1.136751,1.110383,1.115797,1.115797,0
2019-08-01,1.107224,1.131299,1.098720,1.101200,1.101200,0
2019-09-01,1.101200,1.115822,1.088767,1.094271,1.094271,0
2019-10-01,1.089918,1.118068,1.088151,1.115449,1.115449,0
2019-11-01,1.115611,1.119445,1.098286,1.102000,1.102000,0
2019-12-01,1.101910,1.124101,1.100376,1.120230,1.120230,0
2020-01-01,1.122083,1.122838,1.099324,1.102913,1.102913,0
2020-02-01,1.109609,1.109609,1.077958,1.103000,1.103000,0
2020-03-01,1.102809,1.120750,1.102809,1.114405,1.114405,0
2020-03-05,1.113586,1.122083,1.112471,1.120448,1.120448,0
